Gene,ABE-MEM 1h,ABE-MEM 3h A,ABE-MEM 3h B,ABE-NES 1h,ABE-NES 3h A,ABE-NES 3h B,ABE-NLS 1h,ABE-NLS 3h A,ABE-NLS 3h B,ABE-ACT 1h A,ABE-ACT 1h B,ABE-ACT 3h A,ABE-ACT 3h B,ABE-NM 1h A,ABE-NM 1h B,ABE-NM 3h A,ABE-NM 3h B,ABE-LD 1h A,ABE-LD 1h B,ABE-LD 3h A,ABE-LD 3h B,ABE-GOL 1h A,ABE-GOL 1h B,ABE-GOL 3h A,ABE-GOL 3h B,ABE-ERM 1h A,ABE-ERM 1h B,ABE-ERM 3h A,ABE-ERM 3h B,ABE-LAMP1 1h A,ABE-LAMP1 1h B,ABE-LAMP1 3h A,ABE-LAMP1 3h B,ABE-LC3 1h A,ABE-LC3 1h B,ABE-LC3 3h A,ABE-LC3 3h B,ABE-NOLS 1h A,ABE-NOLS 1h B,ABE-NOLS 3h A,ABE-NOLS 3h B,ABE-NUP 1h A,ABE-NUP 1h B,ABE-NUP 3h A,ABE-NUP 3h B,ABE-OMM 1h A,ABE-OMM 1h B,ABE-OMM 3h A,ABE-OMM 3h B,ABE-PLIN2 1h A,ABE-PLIN2 1h B,ABE-PLIN2 3h A,ABE-PLIN2 3h B,ABE-PTS1 1h A,ABE-PTS1 1h B,ABE-PTS1 3h A,ABE-PTS1 3h B,ABE-RAB10 1h A,ABE-RAB10 1h B,ABE-RAB10 3h A,ABE-RAB10 3h B,ABE-RABIF 1h A,ABE-RABIF 1h B,ABE-RABIF 3h A,ABE-RABIF 3h B,ABE-SQSTM1 1h A,ABE-SQSTM1 1h B,ABE-SQSTM1 3h A,ABE-SQSTM1 3h B,ABE-HSPA8-CH 1h A,ABE-HSPA8-CH 1h B,ABE-HSPA8-CH 3h A,ABE-HSPA8-CH 3h B,ABE-HSPA8-NC 1h A,ABE-HSPA8-NC 1h B,ABE-HSPA8-NC 3h A,ABE-HSPA8-NC 3h B,ABE-LAMP2A 1h A,ABE-LAMP2A 1h B,ABE-LAMP2A 3h A,ABE-LAMP2A 3h B,ABE-LMNA 1h A,ABE-LMNA 1h B,ABE-LMNA 3h A,ABE-LMNA 3h B,ABE-TDP208 1h A,ABE-TDP208 1h B,ABE-TDP208 3h A,ABE-TDP208 3h B
DCUN1D2,,0.0,0.0,7.0,42.0,,,,,0.0,,0.0,,0.0,,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,3.0,,9.0
RRP8,0.0,0.0,0.0,47.0,114.0,113.0,0.0,0.0,0.0,23.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,16.0,132.0,53.0,72.0,0.0,0.0,0.0,0.0,223.0,354.0,9.0,5.0,,,18.0,32.0,0.0,0.0,0.0,0.0,10.0,88.0,0.0,0.0,,0.0,0.0,0.0,4.0,,3.0,2.0,0.0,,0.0,6.0,,,0.0,34.0,0.0,,0.0,0.0,0.0,0.0,12.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,0.0,,2.0,18.0
BTF3,0.0,3.0,0.0,90.0,436.0,87.0,0.0,47.0,29.0,254.0,33.0,107.0,20.0,0.0,70.0,15.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,6.0,143.0,44.0,77.0,0.0,8.0,0.0,0.0,11.0,9.0,10.0,20.0,0.0,5.0,5.0,5.0,1.0,6.0,0.0,0.0,4.0,28.0,13.0,40.0,0.0,9.0,1.0,0.0,16.0,44.0,8.0,8.0,17.0,80.0,18.0,65.0,60.0,43.0,193.0,95.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,132.0,23.0,0.0,34.0,7.0
MED28,0.0,0.0,,21.0,128.0,39.0,0.0,0.0,0.0,,0.0,,,,1.0,,0.0,,,,,,0.0,0.0,0.0,7.0,29.0,,,,,0.0,0.0,,,0.0,9.0,2.0,,,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,5.0,,,,,28.0,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,,,,,1.0,,
RNF11,0.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,,1.0,0.0,9.0,2.0,,,,,0.0,,0.0,,,0.0,,,0.0,,0.0,6.0,,,,,0.0,,8.0,,,,,,0.0,0.0,,0.0,1.0,0.0,0.0,7.0,,,,0.0,,,,,,5.0,0.0,0.0,0.0,6.0,,,,,,,0.0,0.0,0.0,,,0.0,,1.0,,,0.0,,,,0.0,,,8.0,,146.0
ISOC2,0.0,3.0,1.0,35.0,283.0,101.0,0.0,1.0,0.0,16.0,4.0,14.0,12.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,24.0,2.0,96.0,0.0,1.0,0.0,0.0,9.0,10.0,19.0,9.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,21.0,14.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,28.0,5.0,13.0,0.0,16.0,156.0,92.0,35.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,14.0,2.0,0.0,41.0,0.0,0.0,0.0,44.0
SERPINB6,0.0,12.0,11.0,37.0,103.0,204.0,11.0,42.0,0.0,0.0,12.0,0.0,19.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,33.0,74.0,87.0,0.0,3.0,0.0,0.0,51.0,107.0,20.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,4.0,0.0,0.0,0.0,0.0,29.0,77.0,33.0,33.0,4.0,11.0,20.0,171.0,33.0,102.0,38.0,15.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,100.0,5.0,18.0,,16.0
HSD3B2,0.0,4.0,0.0,21.0,48.0,0.0,0.0,0.0,0.0,21.0,0.0,80.0,0.0,,0.0,,7.0,,0.0,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,,,0.0,,,0.0,,0.0,,0.0,,7.0,,,0.0,0.0,0.0,0.0,43.0,1.0,,,0.0,0.0,7.0,5.0,43.0,26.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,,,0.0
ADIPOR1,53.0,67.0,104.0,175.0,438.0,222.0,0.0,0.0,0.0,49.0,75.0,80.0,21.0,3.0,1.0,0.0,0.0,0.0,26.0,18.0,27.0,0.0,0.0,1.0,0.0,11.0,18.0,11.0,15.0,0.0,5.0,19.0,59.0,90.0,69.0,123.0,94.0,0.0,19.0,0.0,14.0,0.0,9.0,0.0,0.0,44.0,241.0,47.0,262.0,0.0,1.0,0.0,0.0,8.0,6.0,9.0,33.0,497.0,282.0,118.0,611.0,28.0,31.0,4.0,136.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,6.0,0.0,33.0,5.0,0.0,2.0,24.0,0.0,1.0,51.0,3.0,103.0
CSTA,0.0,6.0,10.0,144.0,278.0,174.0,10.0,1.0,15.0,43.0,15.0,86.0,10.0,0.0,10.0,6.0,11.0,5.0,0.0,19.0,0.0,1.0,0.0,4.0,0.0,26.0,44.0,46.0,37.0,1.0,0.0,0.0,0.0,241.0,266.0,64.0,94.0,0.0,5.0,13.0,23.0,0.0,0.0,1.0,0.0,0.0,18.0,125.0,164.0,0.0,0.0,0.0,31.0,16.0,58.0,53.0,41.0,30.0,20.0,11.0,50.0,12.0,75.0,12.0,71.0,33.0,306.0,15.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,16.0,,14.0,11.0,1.0,8.0,2.0,63.0
GPS1,0.0,0.0,0.0,11.0,56.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,9.0,0.0,,1.0,,0.0,0.0,0.0,0.0,5.0,6.0,2.0,0.0,,0.0,0.0,,0.0,0.0,16.0,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,18.0,23.0,0.0,0.0,0.0,,12.0,28.0,0.0,,1.0,3.0,0.0,8.0,6.0,15.0,,,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,0.0,0.0,,0.0
EMCN,0.0,0.0,0.0,8.0,0.0,16.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,0.0,,0.0,,1.0,,,1.0,0.0,
DRG1,0.0,0.0,0.0,11.0,46.0,,0.0,,,88.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,,,0.0,0.0,15.0,,0.0,,0.0,10.0,,0.0,,,0.0,0.0,5.0,24.0,20.0,169.0,0.0,0.0,,,10.0,38.0,5.0,4.0,9.0,12.0,14.0,10.0,0.0,,,,22.0,14.0,0.0,1.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,0.0,,,,,1.0
PAXX,,0.0,2.0,0.0,39.0,0.0,0.0,0.0,0.0,4.0,,,,0.0,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,32.0,19.0,0.0,0.0,,,0.0,0.0,,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,6.0,,7.0,,,,0.0,65.0,8.0,,0.0,0.0,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,
TMEM35B,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,,,0.0,,,2.0,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,1.0,0.0,0.0,0.0,,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,0.0,,0.0,,,0.0,,,,,,,0.0,,0.0,,,,
CETN1,2.0,7.0,20.0,69.0,166.0,491.0,32.0,29.0,4.0,0.0,0.0,28.0,0.0,4.0,5.0,0.0,11.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,8.0,12.0,0.0,0.0,0.0,12.0,79.0,61.0,123.0,70.0,0.0,0.0,7.0,21.0,0.0,0.0,0.0,10.0,15.0,181.0,38.0,67.0,0.0,1.0,0.0,1.0,11.0,5.0,21.0,13.0,13.0,19.0,7.0,66.0,33.0,43.0,20.0,49.0,1.0,2.0,10.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,23.0,39.0,538.0,0.0,28.0,0.0,33.0
ISG15,1.0,4.0,2.0,746.0,976.0,1249.0,53.0,181.0,27.0,177.0,117.0,224.0,111.0,24.0,56.0,41.0,128.0,0.0,0.0,4.0,6.0,1.0,1.0,0.0,5.0,93.0,332.0,71.0,184.0,0.0,21.0,1.0,0.0,668.0,685.0,230.0,226.0,62.0,49.0,31.0,56.0,2.0,3.0,1.0,34.0,92.0,552.0,82.0,680.0,0.0,9.0,11.0,43.0,128.0,122.0,174.0,167.0,44.0,123.0,52.0,320.0,288.0,606.0,505.0,439.0,54.0,150.0,52.0,101.0,3.0,0.0,1.0,0.0,1.0,0.0,19.0,7.0,1.0,0.0,0.0,2.0,56.0,9.0,78.0,31.0,38.0,213.0,162.0,581.0
CYGB,0.0,6.0,0.0,12.0,11.0,0.0,0.0,0.0,0.0,0.0,,,,4.0,,,2.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,0.0,8.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,27.0,0.0,0.0,,,,,0.0,0.0,,,,,13.0,,,,0.0,,,,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,
COMMD1,35.0,43.0,35.0,473.0,1822.0,3004.0,178.0,278.0,130.0,326.0,202.0,420.0,290.0,6.0,28.0,82.0,114.0,9.0,10.0,7.0,20.0,7.0,8.0,5.0,5.0,91.0,433.0,123.0,245.0,1.0,1.0,0.0,16.0,572.0,651.0,545.0,618.0,112.0,154.0,11.0,128.0,17.0,2.0,1.0,17.0,77.0,536.0,212.0,731.0,0.0,2.0,22.0,0.0,317.0,511.0,285.0,299.0,231.0,269.0,113.0,569.0,446.0,807.0,172.0,285.0,56.0,344.0,105.0,321.0,12.0,0.0,13.0,12.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,41.0,35.0,60.0,669.0,60.0,292.0,119.0,907.0
TRIP13,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NKIRAS2,1.0,12.0,18.0,443.0,1584.0,547.0,70.0,71.0,236.0,413.0,142.0,176.0,171.0,0.0,7.0,10.0,34.0,0.0,9.0,7.0,30.0,2.0,0.0,0.0,0.0,71.0,210.0,438.0,675.0,0.0,0.0,8.0,67.0,181.0,384.0,255.0,124.0,29.0,38.0,5.0,163.0,0.0,6.0,0.0,0.0,63.0,501.0,71.0,133.0,0.0,20.0,0.0,0.0,163.0,163.0,103.0,59.0,69.0,97.0,57.0,276.0,270.0,393.0,114.0,207.0,31.0,38.0,26.0,145.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,2.0,5.0,83.0,20.0,120.0,53.0,318.0
CUTA,2.0,1.0,1.0,227.0,897.0,498.0,0.0,1.0,10.0,36.0,13.0,17.0,14.0,0.0,0.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,34.0,133.0,444.0,0.0,0.0,0.0,0.0,129.0,109.0,80.0,203.0,0.0,1.0,0.0,36.0,1.0,0.0,2.0,5.0,7.0,82.0,19.0,25.0,0.0,1.0,0.0,31.0,19.0,41.0,102.0,135.0,2.0,20.0,14.0,34.0,50.0,140.0,1.0,91.0,1.0,0.0,0.0,113.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0,5.0,120.0,30.0,457.0
MTHFD2L,0.0,0.0,0.0,11.0,92.0,1.0,0.0,0.0,1.0,1.0,0.0,9.0,,,0.0,,0.0,0.0,,0.0,,6.0,0.0,0.0,0.0,,1.0,,,,,0.0,0.0,2.0,1.0,14.0,3.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,9.0,12.0,0.0,,,0.0,,,,0.0,,9.0,,,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,11.0
TPD52,0.0,3.0,9.0,218.0,576.0,649.0,43.0,52.0,41.0,133.0,35.0,239.0,22.0,9.0,14.0,13.0,35.0,9.0,6.0,29.0,7.0,0.0,1.0,1.0,27.0,92.0,205.0,72.0,184.0,1.0,6.0,0.0,1.0,221.0,191.0,119.0,197.0,31.0,30.0,35.0,65.0,7.0,1.0,0.0,2.0,5.0,16.0,36.0,55.0,0.0,1.0,0.0,1.0,164.0,294.0,21.0,61.0,498.0,437.0,406.0,997.0,102.0,776.0,370.0,437.0,10.0,22.0,11.0,40.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,35.0,93.0,9.0,138.0,41.0,649.0
MAD2L1,0.0,0.0,0.0,48.0,15.0,11.0,0.0,0.0,0.0,0.0,28.0,0.0,,,,,0.0,21.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,9.0,11.0,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,,,9.0,3.0,,4.0,1.0,17.0,,,0.0,28.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,11.0,,2.0,17.0
PPP3R2,5.0,7.0,0.0,94.0,418.0,2065.0,0.0,33.0,30.0,72.0,269.0,9.0,150.0,0.0,42.0,0.0,39.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,35.0,60.0,12.0,2.0,2.0,0.0,0.0,7.0,12.0,54.0,27.0,63.0,0.0,49.0,0.0,33.0,1.0,1.0,0.0,0.0,23.0,85.0,71.0,33.0,0.0,0.0,1.0,2.0,49.0,19.0,125.0,137.0,429.0,88.0,32.0,152.0,24.0,47.0,57.0,41.0,0.0,21.0,0.0,12.0,2.0,1.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,114.0,9.0,60.0,5.0,141.0
CSRP3,2.0,4.0,95.0,55.0,481.0,177.0,11.0,35.0,19.0,128.0,32.0,119.0,36.0,1.0,0.0,30.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,57.0,67.0,86.0,0.0,0.0,0.0,0.0,96.0,70.0,18.0,58.0,0.0,18.0,0.0,16.0,0.0,0.0,5.0,0.0,48.0,165.0,25.0,103.0,4.0,0.0,0.0,25.0,97.0,154.0,32.0,26.0,27.0,19.0,19.0,125.0,48.0,177.0,41.0,36.0,13.0,43.0,13.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,28.0,15.0,23.0,21.0,225.0
DCTN1,8.0,3.0,115.0,457.0,1299.0,1827.0,48.0,172.0,99.0,58.0,42.0,28.0,30.0,3.0,33.0,11.0,72.0,3.0,3.0,22.0,6.0,0.0,0.0,3.0,12.0,33.0,240.0,126.0,183.0,0.0,0.0,1.0,0.0,272.0,416.0,273.0,511.0,24.0,48.0,9.0,29.0,0.0,0.0,0.0,12.0,26.0,371.0,89.0,320.0,23.0,30.0,1.0,6.0,291.0,712.0,501.0,593.0,92.0,125.0,54.0,302.0,119.0,420.0,369.0,456.0,16.0,168.0,108.0,420.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,0.0,20.0,0.0,7.0,20.0,3.0,42.0,99.0,26.0,66.0,43.0,187.0
CZIB,9.0,15.0,18.0,339.0,869.0,1755.0,36.0,242.0,237.0,412.0,20.0,419.0,23.0,12.0,10.0,21.0,37.0,0.0,5.0,0.0,6.0,1.0,1.0,1.0,0.0,43.0,217.0,246.0,441.0,2.0,1.0,3.0,1.0,253.0,316.0,258.0,237.0,16.0,55.0,11.0,128.0,0.0,7.0,0.0,8.0,74.0,223.0,14.0,220.0,0.0,47.0,0.0,19.0,200.0,313.0,135.0,79.0,31.0,109.0,94.0,350.0,116.0,401.0,137.0,145.0,14.0,107.0,19.0,208.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,19.0,2.0,49.0,53.0,60.0,27.0,60.0,162.0
NUCB1,7.0,28.0,40.0,1190.0,2626.0,2202.0,133.0,761.0,507.0,804.0,166.0,879.0,168.0,24.0,65.0,71.0,101.0,32.0,9.0,63.0,49.0,11.0,1.0,33.0,10.0,190.0,534.0,327.0,559.0,1.0,10.0,15.0,20.0,1321.0,1030.0,779.0,730.0,65.0,156.0,26.0,107.0,0.0,2.0,0.0,2.0,281.0,1668.0,110.0,583.0,9.0,2.0,2.0,1.0,1074.0,1790.0,425.0,368.0,175.0,266.0,121.0,517.0,808.0,1259.0,561.0,859.0,73.0,445.0,38.0,348.0,0.0,2.0,1.0,8.0,0.0,7.0,0.0,8.0,0.0,13.0,2.0,0.0,68.0,4.0,79.0,157.0,59.0,455.0,103.0,1614.0
LGALS1,29.0,46.0,111.0,3916.0,6820.0,7874.0,370.0,1638.0,803.0,1724.0,1014.0,1206.0,1045.0,49.0,152.0,296.0,385.0,58.0,33.0,91.0,70.0,26.0,8.0,20.0,44.0,494.0,2083.0,673.0,1305.0,4.0,25.0,6.0,42.0,2182.0,2185.0,2092.0,1911.0,261.0,593.0,181.0,851.0,15.0,21.0,14.0,17.0,504.0,4067.0,781.0,2750.0,38.0,174.0,60.0,105.0,1242.0,2563.0,1379.0,1905.0,644.0,750.0,454.0,2116.0,1844.0,2815.0,1297.0,1473.0,243.0,1161.0,185.0,2492.0,11.0,22.0,29.0,19.0,2.0,33.0,5.0,20.0,3.0,6.0,34.0,22.0,117.0,43.0,163.0,658.0,281.0,953.0,499.0,3980.0
MED4,,,,,38.0,,,,0.0,,5.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,10.0,1.0,7.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,
GSG1L,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,,,,,,,,0.0,,4.0,,,,,,,,,0.0,0.0,,14.0,0.0,0.0,,0.0,0.0,,,,,,0.0,,,,0.0,1.0,0.0,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,,,0.0,0.0,,,,
TPPP3,6.0,9.0,46.0,1141.0,2391.0,3533.0,118.0,429.0,1175.0,266.0,364.0,246.0,355.0,4.0,76.0,36.0,91.0,17.0,0.0,66.0,14.0,7.0,1.0,14.0,6.0,90.0,429.0,245.0,177.0,6.0,12.0,13.0,12.0,1205.0,1126.0,1176.0,1223.0,142.0,117.0,44.0,346.0,24.0,25.0,0.0,8.0,91.0,738.0,70.0,560.0,0.0,50.0,14.0,9.0,843.0,1593.0,377.0,331.0,170.0,191.0,207.0,881.0,335.0,873.0,457.0,609.0,89.0,313.0,86.0,310.0,22.0,3.0,15.0,0.0,1.0,8.0,0.0,17.0,2.0,23.0,9.0,7.0,60.0,10.0,70.0,101.0,164.0,394.0,222.0,1027.0
GPSM3,12.0,15.0,80.0,979.0,2724.0,2054.0,46.0,134.0,186.0,612.0,244.0,288.0,147.0,31.0,25.0,73.0,60.0,6.0,11.0,11.0,44.0,3.0,0.0,1.0,11.0,94.0,501.0,215.0,449.0,6.0,13.0,26.0,15.0,754.0,783.0,1088.0,765.0,100.0,158.0,43.0,221.0,2.0,11.0,8.0,8.0,121.0,512.0,119.0,399.0,9.0,34.0,11.0,13.0,329.0,1140.0,313.0,553.0,80.0,132.0,53.0,573.0,309.0,644.0,305.0,436.0,72.0,319.0,57.0,414.0,37.0,1.0,2.0,0.0,4.0,1.0,2.0,4.0,0.0,9.0,4.0,2.0,25.0,18.0,67.0,353.0,83.0,308.0,98.0,1116.0
VASH1,0.0,21.0,66.0,790.0,1528.0,3588.0,86.0,294.0,311.0,241.0,228.0,361.0,125.0,41.0,27.0,12.0,55.0,17.0,29.0,74.0,57.0,3.0,6.0,1.0,7.0,56.0,227.0,225.0,621.0,0.0,3.0,6.0,40.0,292.0,560.0,432.0,380.0,78.0,136.0,16.0,249.0,12.0,4.0,1.0,0.0,131.0,1043.0,191.0,530.0,0.0,17.0,3.0,2.0,1003.0,2233.0,195.0,353.0,119.0,85.0,37.0,363.0,695.0,1333.0,125.0,304.0,49.0,410.0,16.0,511.0,3.0,18.0,0.0,1.0,5.0,0.0,16.0,14.0,1.0,0.0,1.0,3.0,32.0,12.0,42.0,146.0,99.0,280.0,126.0,1233.0
DBNDD2,0.0,0.0,0.0,56.0,210.0,116.0,0.0,75.0,0.0,0.0,14.0,8.0,7.0,0.0,4.0,0.0,0.0,0.0,21.0,,50.0,0.0,0.0,0.0,0.0,5.0,22.0,0.0,,0.0,0.0,0.0,0.0,6.0,6.0,43.0,35.0,86.0,73.0,0.0,10.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,44.0,23.0,,0.0,27.0,3.0,70.0,76.0,157.0,0.0,0.0,16.0,41.0,12.0,346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,15.0,,10.0,0.0,,3.0,,34.0
PPIL4,0.0,0.0,12.0,25.0,19.0,34.0,0.0,65.0,10.0,10.0,20.0,8.0,42.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,25.0,0.0,0.0,0.0,0.0,58.0,52.0,14.0,32.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,7.0,53.0,0.0,0.0,0.0,0.0,13.0,64.0,55.0,36.0,2.0,1.0,9.0,45.0,4.0,0.0,3.0,24.0,0.0,13.0,0.0,32.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,2.0,6.0,1.0,22.0
ARF1,12.0,37.0,7.0,1147.0,2262.0,3335.0,63.0,432.0,578.0,312.0,124.0,180.0,128.0,16.0,54.0,87.0,69.0,1.0,12.0,5.0,37.0,5.0,9.0,10.0,4.0,56.0,384.0,222.0,246.0,0.0,0.0,3.0,34.0,445.0,606.0,1117.0,789.0,97.0,156.0,90.0,244.0,12.0,11.0,0.0,45.0,159.0,606.0,238.0,780.0,1.0,34.0,33.0,24.0,451.0,852.0,180.0,277.0,197.0,287.0,143.0,481.0,572.0,1014.0,298.0,362.0,106.0,320.0,128.0,900.0,0.0,7.0,0.0,8.0,2.0,3.0,5.0,10.0,0.0,0.0,1.0,4.0,60.0,7.0,174.0,109.0,29.0,336.0,100.0,898.0
NUDT1,0.0,1.0,1.0,183.0,243.0,127.0,0.0,34.0,0.0,0.0,0.0,13.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,9.0,22.0,0.0,0.0,0.0,0.0,0.0,18.0,25.0,17.0,95.0,69.0,0.0,7.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,20.0,42.0,88.0,0.0,0.0,0.0,1.0,0.0,11.0,14.0,27.0,0.0,10.0,23.0,38.0,21.0,38.0,18.0,43.0,0.0,47.0,20.0,103.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,6.0,0.0,4.0,0.0,11.0,13.0
PTPN5,0.0,0.0,,0.0,23.0,55.0,0.0,18.0,0.0,43.0,6.0,19.0,4.0,1.0,0.0,0.0,0.0,,18.0,,10.0,4.0,2.0,2.0,1.0,,2.0,0.0,3.0,,0.0,,,0.0,2.0,0.0,2.0,,,,0.0,0.0,0.0,0.0,6.0,,,4.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,10.0,5.0,,14.0,1.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,0.0,,6.0,,13.0
